Index,PMID,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
20,32783770,,,3-Indoleacrylic acid,5375048,CHEBI:132244,HMDB0000734,C21283,FDB112378,,food,AHR,196,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,AHR,196,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,CYP1A1,1543,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","And yet, in Caco2 cells, indole still elicited a significant saturation of CYP1A1 expression (~15-fold, p < .001), while the remaining tryptophan metabolites elicited nonsaturable yet variable levels of CYP1A1 induction. 2-oxindole, indole-3-acetic acid, 3-methyl indole and kynurenic acid prompted significant CYP1A1 inducibility. The remaining tryptophan metabolites, however, failed to elicit significant induction.",health,
20,32783770,,,Oxindole,321710,CHEBI:31697,HMDB0061918,C12312,FDB014206,,food,CYP1A1,1543,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","And yet, in Caco2 cells, indole still elicited a significant saturation of CYP1A1 expression (~15-fold, p < .001), while the remaining tryptophan metabolites elicited nonsaturable yet variable levels of CYP1A1 induction. 2-oxindole, indole-3-acetic acid, 3-methyl indole and kynurenic acid prompted significant CYP1A1 inducibility. The remaining tryptophan metabolites, however, failed to elicit significant induction.",health,
20,32783770,,,3-Indoleacrylic acid,5375048,CHEBI:132244,HMDB0000734,C21283,FDB112378,,food,CYP1A1,1543,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","And yet, in Caco2 cells, indole still elicited a significant saturation of CYP1A1 expression (~15-fold, p < .001), while the remaining tryptophan metabolites elicited nonsaturable yet variable levels of CYP1A1 induction. 2-oxindole, indole-3-acetic acid, 3-methyl indole and kynurenic acid prompted significant CYP1A1 inducibility. The remaining tryptophan metabolites, however, failed to elicit significant induction.",health,
20,32783770,,,Skatole,6736,CHEBI:9171,HMDB0000466,C08313,FDB004302,MTBLC9171,food; homo sapiens,CYP1A1,1543,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","And yet, in Caco2 cells, indole still elicited a significant saturation of CYP1A1 expression (~15-fold, p < .001), while the remaining tryptophan metabolites elicited nonsaturable yet variable levels of CYP1A1 induction. 2-oxindole, indole-3-acetic acid, 3-methyl indole and kynurenic acid prompted significant CYP1A1 inducibility. The remaining tryptophan metabolites, however, failed to elicit significant induction.",health,
20,32783770,,,Kynurenic acid,3845,CHEBI:18344,HMDB0000715,C01717,FDB022200,MTBLC18344,food; homo sapiens,CYP1A1,1543,activation,low-throughput,causally,human,fecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","And yet, in Caco2 cells, indole still elicited a significant saturation of CYP1A1 expression (~15-fold, p < .001), while the remaining tryptophan metabolites elicited nonsaturable yet variable levels of CYP1A1 induction. 2-oxindole, indole-3-acetic acid, 3-methyl indole and kynurenic acid prompted significant CYP1A1 inducibility. The remaining tryptophan metabolites, however, failed to elicit significant induction.",health,
20,32783770,,,3-Methyloxindole,150923,CHEBI:17397,HMDB0304943,C02366,FDB023329,,food,Ahr,11622,activation,low-throughput,causally,mouse,mouse cecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,5-Hydroxyindole-3-acetic acid,1826,CHEBI:27823,HMDB0000763,C05635,FDB001403,MTBLC27823,food; homo sapiens; mus musculus,Ahr,11622,activation,low-throughput,causally,mouse,mouse cecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,3-Indoleacrylic acid,5375048,CHEBI:132244,HMDB0000734,C21283,FDB112378,,food,Ahr,11622,activation,low-throughput,causally,mouse,mouse cecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,Ahr,11622,activation,low-throughput,causally,mouse,mouse cecal,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","Having detected (ex vivo from mouse cecal contents and human stool) and identified 3-methyl-2-oxindole and 5-hydroxyindole-3-acetic acid, 3-indoleacrylic acid and indole-3 carboxylic acid as novel in vitro AHR activators.",health,
20,32783770,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,Cyp1a1,13076,activation,low-throughput,causally,mouse,Mouse Hepa 1 cells,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","At the concentrations tested, indole, 2-oxindole, kynurenic acid and indole-3-acetic acid elicited significant Cyp1a1 induction relative to vehicle (~5-fold, p < .01). 2, 8-dihydroxyquinoline induced Cyp1a1 to a lesser yet significant extent (1.3-fold, p < .01). None of the remaining tryptophan metabolites elicited significant Cyp1a1 inducibility.",health,
20,32783770,,,Oxindole,321710,CHEBI:31697,HMDB0061918,C12312,FDB014206,,food,Cyp1a1,13076,activation,low-throughput,causally,mouse,Mouse Hepa 1 cells,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","At the concentrations tested, indole, 2-oxindole, kynurenic acid and indole-3-acetic acid elicited significant Cyp1a1 induction relative to vehicle (~5-fold, p < .01). 2, 8-dihydroxyquinoline induced Cyp1a1 to a lesser yet significant extent (1.3-fold, p < .01). None of the remaining tryptophan metabolites elicited significant Cyp1a1 inducibility.",health,
20,32783770,,,Kynurenic acid,3845,CHEBI:18344,HMDB0000715,C01717,FDB022200,MTBLC18344,food; homo sapiens,Cyp1a1,13076,activation,low-throughput,causally,mouse,Mouse Hepa 1 cells,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","At the concentrations tested, indole, 2-oxindole, kynurenic acid and indole-3-acetic acid elicited significant Cyp1a1 induction relative to vehicle (~5-fold, p < .01). 2, 8-dihydroxyquinoline induced Cyp1a1 to a lesser yet significant extent (1.3-fold, p < .01). None of the remaining tryptophan metabolites elicited significant Cyp1a1 inducibility.",health,
20,32783770,,,Indole-3-acetic acid,802,CHEBI:16411,HMDB0000197,C00954,FDB000933,MTBLC16411,food; homo sapiens; mus musculus,Cyp1a1,13076,activation,low-throughput,causally,mouse,Mouse Hepa 1 cells,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","At the concentrations tested, indole, 2-oxindole, kynurenic acid and indole-3-acetic acid elicited significant Cyp1a1 induction relative to vehicle (~5-fold, p < .01). 2, 8-dihydroxyquinoline induced Cyp1a1 to a lesser yet significant extent (1.3-fold, p < .01). None of the remaining tryptophan metabolites elicited significant Cyp1a1 inducibility.",health,
20,32783770,,,"2,8-Quinolinediol",97250,CHEBI:17715,HMDB0240311,C06342,,,,Cyp1a1,13076,activation,low-throughput,causally,mouse,Mouse Hepa 1 cells,cell culture,"UPLC-QTOF-MS,GC/MS analysis,LC/MS analysis,RT-PCR","At the concentrations tested, indole, 2-oxindole, kynurenic acid and indole-3-acetic acid elicited significant Cyp1a1 induction relative to vehicle (~5-fold, p < .01). 2, 8-dihydroxyquinoline induced Cyp1a1 to a lesser yet significant extent (1.3-fold, p < .01). None of the remaining tryptophan metabolites elicited significant Cyp1a1 inducibility.",health,
21,33002829,,,Indole-3-lactic acid,92904,CHEBI:24813,,C02043,FDB022174,MTBLC24813,food; homo sapiens,Il1b,16176,activation,low-throughput,causally,mouse,colitis,cell culture,"RT-PCR,Western blot assay,ELISA,LC/MS/MS analysis","Furthermore, TGP failed to blunt the increased of colonic IL-1�� in colitis mice receiving ILA (Fig. 6E).",health,
22,32240190,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,LGR5,8549,activation,low-throughput,causally,human,3D human duodenal enteroids,"in vitro bacterial culture,control experiment",,Gene expression of LGR5 was increased more than 2-fold in human duodenal enteroids treated with 10 mM ACET,health,
22,32240190,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,LGR5,8549,inhibition,low-throughput,causally,human,3D human duodenal enteroids,"in vitro bacterial culture,control experiment",,"Conversely, enteroids treated with 10 mM BUT and PROP had a greater than 10-fold decrease in LGR5 compared to controls (CON; P < 0.05; Fig 4b). Only 1mM treatment of BUT was able to significantly decrease LGR5 expression (P < 0.05; Fig 4a).",health,
22,32240190,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,LGR5,8549,inhibition,low-throughput,causally,human,3D human duodenal enteroids,"in vitro bacterial culture,control experiment",,"Conversely, enteroids treated with 10 mM BUT and PROP had a greater than 10-fold decrease in LGR5 compared to controls (CON; P < 0.05; Fig 4b). Only 1mM treatment of BUT was able to significantly decrease LGR5 expression (P < 0.05; Fig 4a).",health,
