Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
329,33736704,Cloacibacillus,508459,genus,,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,causally,mouse,fecal,In vitro three-stage colon simulation,LC/MS analysis,"This result indicated that many bacteria, such as Lachnospiraceae, Megamonas, Lachnoclostridium, and Cloacibacillus, were involved in the production of propionate.",fed with Xylitol,
330,35232776,Chlamydia muridarum,83560,species,,,,Ursodiol,31401,CHEBI:9907,HMDB0000946,C07880,FDB022332,MTBLC9907,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Indeed, we identified that secondary bile acids positively correlated with C. muridarum, an outlier pathogenic bacteria in Sqle tg mice.", colorectal cancer, DOID:9256
331,35779098,Akkermansia muciniphila,239935,species,,,,Glycoursodeoxycholic acid,12310288,CHEBI:89929,HMDB0000708,,FDB022194,MTBLC89929,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,Akkermansia muciniphila,239935,species,,,,Chenodiol,10133,CHEBI:16755,HMDB0000518,C02528,FDB012810,MTBLC16755,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,Akkermansia muciniphila,239935,species,,,,Lithocholic acid,9903,CHEBI:16325,HMDB0000761,C03990,FDB022230,MTBLC16325,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,Akkermansia muciniphila,239935,species,,,,Deoxycholic Acid,222528,CHEBI:28834,HMDB0000626,C04483,FDB012780,MTBLC28834,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,obinsoniella peoriensis,,genus,,,,Glycoursodeoxycholic acid,12310288,CHEBI:89929,HMDB0000708,,FDB022194,MTBLC89929,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,obinsoniella peoriensis,,genus,,,,Chenodiol,10133,CHEBI:16755,HMDB0000518,C02528,FDB012810,MTBLC16755,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,obinsoniella peoriensis,,genus,,,,Lithocholic acid,9903,CHEBI:16325,HMDB0000761,C03990,FDB022230,MTBLC16325,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,obinsoniella peoriensis,,genus,,,,Deoxycholic Acid,222528,CHEBI:28834,HMDB0000626,C04483,FDB012780,MTBLC28834,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and bile acid-related metabolites indicated that A. muciniphila and R. peoriensis shared positive relationship with glycoursodeoxycholic acid, chenodeoxycholic acid, lithocholic acid, and deoxycholic acid.",fed with prebiotic blends,
331,35779098,Akkermansia muciniphila,239935,species,,,,Linoleic Acid,5280450,CHEBI:17351,HMDB0000673,C01595,FDB012760,MTBLC17351,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and organic acid-related metabolites indicated that A. muciniphila was positively related with linoleic acid and negatively related with nervonic acid, docosanoic acid, and lignoceric acid. P. goldsteinii showed positive correlation with erucic acid, nervonic acid, docosanoic acid, and lignoceric acid .",fed with prebiotic blends,
331,35779098,Parabacteroides goldsteinii,328812,species,,,,Erucic Acid,5281116,CHEBI:28792,HMDB0002068,C08316,FDB004287,MTBLC28792,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and organic acid-related metabolites indicated that A. muciniphila was positively related with linoleic acid and negatively related with nervonic acid, docosanoic acid, and lignoceric acid. P. goldsteinii showed positive correlation with erucic acid, nervonic acid, docosanoic acid, and lignoceric acid .",fed with prebiotic blends,
331,35779098,Parabacteroides goldsteinii,328812,species,,,,Nervonic Acid,5281120,CHEBI:44247,HMDB0002368,C08323,FDB002934,MTBLC44247,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and organic acid-related metabolites indicated that A. muciniphila was positively related with linoleic acid and negatively related with nervonic acid, docosanoic acid, and lignoceric acid. P. goldsteinii showed positive correlation with erucic acid, nervonic acid, docosanoic acid, and lignoceric acid .",fed with prebiotic blends,
331,35779098,Parabacteroides goldsteinii,328812,species,,,,Behenic Acid,8215,CHEBI:28941,HMDB0000944,C08281,FDB005830,MTBLC28941,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and organic acid-related metabolites indicated that A. muciniphila was positively related with linoleic acid and negatively related with nervonic acid, docosanoic acid, and lignoceric acid. P. goldsteinii showed positive correlation with erucic acid, nervonic acid, docosanoic acid, and lignoceric acid .",fed with prebiotic blends,
331,35779098,Parabacteroides goldsteinii,328812,species,,,,Tetracosanoic acid,11197,CHEBI:28866,HMDB0002003,C08320,FDB004651,MTBLC28866,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Correlation analysis between gut microbiota species and organic acid-related metabolites indicated that A. muciniphila was positively related with linoleic acid and negatively related with nervonic acid, docosanoic acid, and lignoceric acid. P. goldsteinii showed positive correlation with erucic acid, nervonic acid, docosanoic acid, and lignoceric acid .",fed with prebiotic blends,
332,35880833,Ruminococcus,1263,genus,,,,Deoxycholic Acid,222528,CHEBI:28834,HMDB0000626,C04483,FDB012780,MTBLC28834,food; homo sapiens; mus musculus,correlatively,human,fecal,control experiment,LC/MS analysis,"In addition,Ruminococcus and Trichospiraceae also have 7��-HSDH activity,34 and the content of Ruminococcus is positively correlated with the content of DCA",,
333,35684108,Akkermansia,239934,genus,,,,Daidzein,5281708,CHEBI:28197,HMDB0003312,C10208,FDB002608,MTBLC28197,food; homo sapiens,correlatively,mouse,fecal,control experiment,LC/MS analysis,"As shown in Figure 3B, the correlation analysis revealed that the genus Akkermansia, which increased in abundance in the CPF group, was positively correlated with daidzein, luteolin, (1��R)-nepetalic acid, and o-desmethylangolensin but negatively associated with acylcarnitine, enterolactone, and lysoPE (p < 0.05).",Circadian rhythm disruption,
333,35684108,Akkermansia,239934,genus,,,,Luteolin,5280445,CHEBI:15864,HMDB0005800,C01514,FDB013255,MTBLC15864,food,correlatively,mouse,fecal,control experiment,LC/MS analysis,"As shown in Figure 3B, the correlation analysis revealed that the genus Akkermansia, which increased in abundance in the CPF group, was positively correlated with daidzein, luteolin, (1��R)-nepetalic acid, and o-desmethylangolensin but negatively associated with acylcarnitine, enterolactone, and lysoPE (p < 0.05).",Circadian rhythm disruption,
333,35684108,Akkermansia,239934,genus,,,,Nepetalic acid,5486616,,,,FDB014965,,food,correlatively,mouse,fecal,control experiment,LC/MS analysis,"As shown in Figure 3B, the correlation analysis revealed that the genus Akkermansia, which increased in abundance in the CPF group, was positively correlated with daidzein, luteolin, (1��R)-nepetalic acid, and o-desmethylangolensin but negatively associated with acylcarnitine, enterolactone, and lysoPE (p < 0.05).",Circadian rhythm disruption,
333,35684108,Akkermansia,239934,genus,,,,O-Desmethylangolensin,89472,CHEBI:88902,HMDB0004629,,FDB023387,,food,correlatively,mouse,fecal,control experiment,LC/MS analysis,"As shown in Figure 3B, the correlation analysis revealed that the genus Akkermansia, which increased in abundance in the CPF group, was positively correlated with daidzein, luteolin, (1��R)-nepetalic acid, and o-desmethylangolensin but negatively associated with acylcarnitine, enterolactone, and lysoPE (p < 0.05).",Circadian rhythm disruption,
333,35684108,Eubacteriales,186802,order,,,,"(3R,4R)-3,4-bis[(3-hydroxyphenyl)methyl]oxolan-2-one",10685477,,,,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,It is noteworthy that our results suggested that most of the up-regulated metabolites were positively correlated with the abundance of Bacteroidetes and Verrucomicrobia but negatively correlated with the abundance of Firmicutes.,Circadian rhythm disruption,
333,35684108,Eubacteriales,186802,order,,,,2-Hydroxy-4-methylvaleric acid,92779,CHEBI:59783,HMDB0000665,,FDB022149,MTBLC59783,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,LC/MS analysis,It is noteworthy that our results suggested that most of the up-regulated metabolites were positively correlated with the abundance of Bacteroidetes and Verrucomicrobia but negatively correlated with the abundance of Firmicutes.,Circadian rhythm disruption,
334,37253485,Oscillospiraceae,216572,family,,,,12S-Hepe,5283191,CHEBI:88345,,,FDB027357,MTBLC88345,food; homo sapiens; mus musculus,correlatively,mouse,fecal,,LC/MS analysis,"Moreover, Ruminococcaceae, which was enriched in db/db+FMT mice, was positively correlated with 12(S)-HEPE, (��)10-HDoHE (p<0.05) and DAA (p<0.01) and was negatively correlated with D-glutamine (p<0.001), melibiose and (R)-(+)-2-pyrrolidone-5-carboxylic acid (p<0.05).",type 2 diabetes mellitus, DOID:9352
334,37253485,Oscillospiraceae,216572,family,,,,"(+/-)-10-hydroxy-4Z,7Z,11E,13Z,16Z,19Z-docosahexaenoic acid",11537494,CHEBI:72640,,,,MTBLC72640,homo sapiens; mus musculus,correlatively,mouse,fecal,,LC/MS analysis,"Moreover, Ruminococcaceae, which was enriched in db/db+FMT mice, was positively correlated with 12(S)-HEPE, (��)10-HDoHE (p<0.05) and DAA (p<0.01) and was negatively correlated with D-glutamine (p<0.001), melibiose and (R)-(+)-2-pyrrolidone-5-carboxylic acid (p<0.05).",type 2 diabetes mellitus, DOID:9352
334,37253485,Oscillospiraceae,216572,family,,,,"2,4-Diaminoanisole",11976,CHEBI:82309,HMDB0245445,C19218,,,,correlatively,mouse,fecal,,LC/MS analysis,"Moreover, Ruminococcaceae, which was enriched in db/db+FMT mice, was positively correlated with 12(S)-HEPE, (��)10-HDoHE (p<0.05) and DAA (p<0.01) and was negatively correlated with D-glutamine (p<0.001), melibiose and (R)-(+)-2-pyrrolidone-5-carboxylic acid (p<0.05).",type 2 diabetes mellitus, DOID:9352
335,35793266,Lactobacillus gasseri,1596,species,,,,Oxymatrine,114850,CHEBI:2672,,C10749,,MTBLC2672,,causally,mouse,fecal,,UHPLC/HR-MS analysis,"Finally, NAMO was mainly generated by neomycin-sensitive bacteria, Lactobacillus_gasseri and Lactobacillus_reuteri.",Herpes simplex encephalitis,
335,35793266,Limosilactobacillus reuteri,1598,species,,,,Oxymatrine,114850,CHEBI:2672,,C10749,,MTBLC2672,,causally,mouse,fecal,,UHPLC/HR-MS analysis,"Finally, NAMO was mainly generated by neomycin-sensitive bacteria, Lactobacillus_gasseri and Lactobacillus_reuteri.",Herpes simplex encephalitis,
336,33832226,Bifidobacterium,1678,genus,,,,Kynurenine,846,CHEBI:28683,HMDB0250769,C01718,FDB030010,MTBLC28683,food; homo sapiens; mus musculus,correlatively,mouse,fecal,,UHPLC/HR-MS analysis,"Similarly, in this study, the enrichment of Bifidobacterium and Lactobacillus caused by KOS intervention was also observed to positively associate with the gut content of kynurenine.",fed with konjac oligosaccharides,
336,33832226,Lactobacillus,1578,genus,,,,Kynurenine,846,CHEBI:28683,HMDB0250769,C01718,FDB030010,MTBLC28683,food; homo sapiens; mus musculus,correlatively,mouse,fecal,,UHPLC/HR-MS analysis,"Similarly, in this study, the enrichment of Bifidobacterium and Lactobacillus caused by KOS intervention was also observed to positively associate with the gut content of kynurenine.",fed with konjac oligosaccharides,
337,35503371,Butyricicoccus pullicaecorum,501571,species,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"Butyricicoccus pullicaecorum, which belongs to Butyricicoccus of Ruminococcaceae, which has been reported to be affected by different kinds of mental diseases and is characterized by its high production of butyrate, was observed to be reduced in the METH group .",Methamphetamine exposure,
337,35503371,Roseburia,841,genus,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,UHPLC/HR-MS analysis,Roseburia is considered to be a genus of butyrate-producing bacteria and can inhibit enteritis and increase immunity .,Methamphetamine exposure,
338,37592891,Bifidobacterium,1678,genus,,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,causally,human,fecal,control experiment,HPLC analysis,"Major fermentation metabolites of Bifidobacterium HMO metabolism are acetate, lactate, formate and the fucose degradation product 1,2-propanediol (1,2-PD).",healthy,
338,37592891,Bifidobacterium,1678,genus,,,,Lactate,91435,CHEBI:24996,,,FDB003292,MTBLC24996,food; homo sapiens; mus musculus,causally,human,fecal,control experiment,HPLC analysis,"Major fermentation metabolites of Bifidobacterium HMO metabolism are acetate, lactate, formate and the fucose degradation product 1,2-propanediol (1,2-PD).",healthy,
338,37592891,Bifidobacterium,1678,genus,,,,Formate,283,CHEBI:15740,HMDB0304356,,FDB030863,MTBLC15740,food; homo sapiens,causally,human,fecal,control experiment,HPLC analysis,"Major fermentation metabolites of Bifidobacterium HMO metabolism are acetate, lactate, formate and the fucose degradation product 1,2-propanediol (1,2-PD).",healthy,
338,37592891,Bifidobacterium,1678,genus,,,,Propylene Glycol,1030,CHEBI:16997,,C00583,FDB008274,MTBLC16997,food; homo sapiens; mus musculus,causally,human,fecal,control experiment,HPLC analysis,"Major fermentation metabolites of Bifidobacterium HMO metabolism are acetate, lactate, formate and the fucose degradation product 1,2-propanediol (1,2-PD).",healthy,
338,37592891,Clostridium perfringens,1502,species,FMT 1006,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,human,fecal,control experiment,HPLC analysis,C. perfringens FMT 1006 and C. difficile DSM 12056 and FMT 1007 produced additional propionate and butyrate .,healthy,
338,37592891,Clostridium perfringens,1502,species,"DSM 12056, FMT 1007",,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,causally,human,fecal,control experiment,HPLC analysis,C. perfringens FMT 1006 and C. difficile DSM 12056 and FMT 1007 produced additional propionate and butyrate .,healthy,
338,37592891,Clostridioides difficile,1496,species,DSM 12056 and FMT 1007,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,human,fecal,control experiment,HPLC analysis,C. perfringens FMT 1006 and C. difficile DSM 12056 and FMT 1007 produced additional propionate and butyrate .,healthy,
338,37592891,Clostridioides difficile,1496,species,,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,causally,human,fecal,control experiment,HPLC analysis,C. perfringens FMT 1006 and C. difficile DSM 12056 and FMT 1007 produced additional propionate and butyrate .,healthy,
339,35425717,Lachnospiraceae,186803,family,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,LC/MS analysis,"Moreover, the Lachnospiraceae (including [Ruminococcus] genus here) and Ruminococcaceae families (including Unclassified_Ruminococcaceae, Oscillospira, and Ruminococcus genera here) were two main butyrate-producing taxonomic groups and showed to be associated with healthier phenotypes",diabetic metabolic disorders,
339,35425717,Oscillospiraceae,216572,family,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,LC/MS analysis,"Moreover, the Lachnospiraceae (including [Ruminococcus] genus here) and Ruminococcaceae families (including Unclassified_Ruminococcaceae, Oscillospira, and Ruminococcus genera here) were two main butyrate-producing taxonomic groups and showed to be associated with healthier phenotypes",diabetic metabolic disorders,
340,37336107,Bacillota,1239,phylum,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,HPLC analysis,"Firmicutes are involved in the production of butyrate, a compound important to gut health, and promote the absorption of calories from food, such that a higher F/B ratio can lead to obesity .",Ag exposure,
341,36904078,Patescibacteria group,1783273,,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,Butyric acid was significantly and positively correlated with Patescibacteria; acetic acid was significantly and negatively associated with Cyanobacteria.,alcohol-related liver disease,
342,36417828,Marinifilaceae,1573805,family,,,,Picolinamide,15070,CHEBI:8200,HMDB0256533,C01950,,,,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"In particular, Marinifilaceae was strongly correlated with differential metabolites in each of the three sample types, and most of the correlations were positive",Alzheimer's disease, DOID:10652
342,36417828,Marinifilaceae,1573805,family,,,,Perilloside A,3086657,CHEBI:175044,,,FDB018113,,,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"In particular, Marinifilaceae was strongly correlated with differential metabolites in each of the three sample types, and most of the correlations were positive",Alzheimer's disease, DOID:10652
342,36417828,Marinifilaceae,1573805,family,,,,5-Hydroxyindole,16054,CHEBI:89649,HMDB0059805,,FDB001403,MTBLC89649,food; homo sapiens,correlatively,mouse,fecal,control experiment,UHPLC/HR-MS analysis,"In particular, Marinifilaceae was strongly correlated with differential metabolites in each of the three sample types, and most of the correlations were positive",Alzheimer's disease, DOID:10652
343,37400423,Akkermansia muciniphila,239935,species,,,,1-Stearoyl-sn-glycero-3-phosphocholine,497299,CHEBI:73858,HMDB0010384,,,MTBLC73858,homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,,"We found that enrichment of A. muciniphila was positively correlated with LPC, while A. muciniphila was negatively correlated with l-arginine .",colorectal cancer, DOID:9256
343,37400423,Parabacteroides goldsteinii,328812,species,,,,1-Stearoyl-sn-glycero-3-phosphocholine,497299,CHEBI:73858,HMDB0010384,,,MTBLC73858,homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,,"Moreover, depletion of P. goldsteinii was positively correlated with LPC, while P. goldsteinii was positively correlated with l-arginine .",colorectal cancer, DOID:9256
343,37400423,Parabacteroides goldsteinii,328812,species,,,,Arginine,6322,CHEBI:16467,HMDB0000517,C00062,FDB002257,MTBLC16467,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,,"Moreover, depletion of P. goldsteinii was positively correlated with LPC, while P. goldsteinii was positively correlated with l-arginine .",colorectal cancer, DOID:9256
344,34726418,Klebsiella,570,genus,,,,Technetium,23957,CHEBI:33353,,,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Marvinbryantia,248744,genus,,,,Technetium,23957,CHEBI:33353,,,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Faecalicatena fissicatena,290055,species,,,,Technetium,23957,CHEBI:33353,,,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Klebsiella,570,genus,,,,Thioguanine,2723601,CHEBI:9555,HMDB0014496,C07648,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Marvinbryantia,248744,genus,,,,Thioguanine,2723601,CHEBI:9555,HMDB0014496,C07648,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Faecalicatena fissicatena,290055,species,,,,Thioguanine,2723601,CHEBI:9555,HMDB0014496,C07648,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Klebsiella,570,genus,,,,Dimethoate,3082,CHEBI:34714,HMDB0251379,C14326,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Marvinbryantia,248744,genus,,,,Dimethoate,3082,CHEBI:34714,HMDB0251379,C14326,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
344,34726418,Faecalicatena fissicatena,290055,species,,,,Dimethoate,3082,CHEBI:34714,HMDB0251379,C14326,,,,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Except for insulin and HDL, other metabolic factors (TC, TG, UA, etc.) were negatively correlated with Norank_F_Muribaculaceae, Helicobacter, and Dubosiella, while positively correlated with Klebsiella, Marvinbryantia, and Eubacterium_Fissicatena_groups.",circadian rhythm disorder,
345,34222037,Bacteroides,816,genus,,,,Arachidonic Acid,444899,CHEBI:15843,HMDB0001043,C00219,FDB011872,MTBLC15843,food; homo sapiens; mus musculus,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Enterococcus,1350,genus,,,,Arachidonic Acid,444899,CHEBI:15843,HMDB0001043,C00219,FDB011872,MTBLC15843,food; homo sapiens; mus musculus,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Akkermansia,239934,genus,,,,Arachidonic Acid,444899,CHEBI:15843,HMDB0001043,C00219,FDB011872,MTBLC15843,food; homo sapiens; mus musculus,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Bacteroides,816,genus,,,,Stearic Acid,5281,CHEBI:28842,HMDB0000827,C01530,FDB002941,MTBLC28842,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Enterococcus,1350,genus,,,,Stearic Acid,5281,CHEBI:28842,HMDB0000827,C01530,FDB002941,MTBLC28842,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Akkermansia,239934,genus,,,,Stearic Acid,5281,CHEBI:28842,HMDB0000827,C01530,FDB002941,MTBLC28842,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Bacteroides,816,genus,,,,Indoxyl sulfate,10258,CHEBI:43355,HMDB0000682,,FDB022179,MTBLC43355,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Enterococcus,1350,genus,,,,Indoxyl sulfate,10258,CHEBI:43355,HMDB0000682,,FDB022179,MTBLC43355,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
345,34222037,Akkermansia,239934,genus,,,,Indoxyl sulfate,10258,CHEBI:43355,HMDB0000682,,FDB022179,MTBLC43355,food; homo sapiens,correlatively,mouse,fecal,fecal microbiota transplantation,LC/MS analysis,"For example, arachidonic acid, stearic acid, and indoxylsulfuric acid correlated positively with Bacteroides, Enterococcus, and Akkermansia.",intestinal inflammation,
346,37246455,Roseburia,841,genus,,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,causally,mouse,fecal,control experiment,LC/MS analysis,"In the intestine, Roseburia has been described as a butyrate producer.", osteosarcoma,DOID:3347
347,37686860,Parasutterella,577310,genus,,,,Arachidonic Acid,444899,CHEBI:15843,HMDB0001043,C00219,FDB011872,MTBLC15843,food; homo sapiens; mus musculus,correlatively,mouse,fecal,control experiment,LC/MS analysis,"Among these, arachidonic acid was strongly and positively correlated with Parasutterella, Negativibacillus, Candidatus Soleaferrea,Eubacterium nodatum group, Defluviitaleaceae UCG 011, Erysipelatoclostridium, Alloprevotella,Parabacteroides, Tyzzerella, Bacteroides, and Flavonifractor, and it was strongly and negatively correlated with uncultured organism and Parvibacter .",cholecystectomy,
